date,store,item,predictions
2018-01-01,1,1,13.30411842996096
2018-01-02,1,1,13.97501660573974
2018-01-03,1,1,14.38836135044611
2018-01-04,1,1,14.586928974564145
2018-01-05,1,1,15.342406236961956
2018-01-06,1,1,15.604771609209237
2018-01-07,1,1,16.529947075181532
2018-01-08,1,1,12.407560307198045
2018-01-09,1,1,11.817122218427599
2018-01-10,1,1,16.717590473483853
2018-01-11,1,1,16.77756729731346
2018-01-12,1,1,16.512007258062493
2018-01-13,1,1,17.75406858805867
2018-01-14,1,1,19.09203989577721
2018-01-15,1,1,12.929218621705965
2018-01-16,1,1,13.974759532541766
2018-01-17,1,1,13.675257618267255
2018-01-18,1,1,14.131844703542933
2018-01-19,1,1,16.714481755287302
2018-01-20,1,1,19.68071366734166
2018-01-21,1,1,17.822962362107035
2018-01-22,1,1,12.313636956906425
2018-01-23,1,1,14.943590656452864
2018-01-24,1,1,15.883007789345578
2018-01-25,1,1,14.550519156946793
2018-01-26,1,1,15.01645789564563
2018-01-27,1,1,17.974902852605418
2018-01-28,1,1,19.3993186219033
2018-01-29,1,1,12.73707625932335
2018-01-30,1,1,15.03978540115556
2018-01-31,1,1,15.034278965728838
2018-02-01,1,1,17.31555407929461
2018-02-02,1,1,20.31478250037196
2018-02-03,1,1,20.19209594895834
2018-02-04,1,1,19.21585182586762
2018-02-05,1,1,12.497902651475963
2018-02-06,1,1,15.492629641180221
2018-02-07,1,1,14.599749046470198
2018-02-08,1,1,16.194396227486088
2018-02-09,1,1,16.660652910001684
2018-02-10,1,1,21.531643392904776
2018-02-11,1,1,17.51483920146022
2018-02-12,1,1,13.272344970327236
2018-02-13,1,1,16.603008121774575
2018-02-14,1,1,16.570401442276204
2018-02-15,1,1,15.424263422694745
2018-02-16,1,1,18.82408575094015
2018-02-17,1,1,19.698833744288688
2018-02-18,1,1,25.33972354510822
2018-02-19,1,1,13.685924206310661
2018-02-20,1,1,14.798777194669988
2018-02-21,1,1,18.3724771672003
2018-02-22,1,1,17.270634133553592
2018-02-23,1,1,18.976939464506167
2018-02-24,1,1,15.993677386454385
2018-02-25,1,1,20.730240423420447
2018-02-26,1,1,13.20696487711752
2018-02-27,1,1,14.767519859109806
2018-02-28,1,1,16.634230984913785
2018-03-01,1,1,18.140657686960036
2018-03-02,1,1,19.632638162154787
2018-03-03,1,1,22.4215212166602
2018-03-04,1,1,24.785291051263254
2018-03-05,1,1,16.349970512835583
2018-03-06,1,1,15.633371079177014
2018-03-07,1,1,20.66982369907347
2018-03-08,1,1,19.83908255909539
2018-03-09,1,1,25.215115231820956
2018-03-10,1,1,23.765845714475077
2018-03-11,1,1,27.47234851172767
2018-03-12,1,1,14.536541125100843
2018-03-13,1,1,18.30777490448871
2018-03-14,1,1,19.294282472727037
2018-03-15,1,1,20.701535258653507
2018-03-16,1,1,21.278049985823806
2018-03-17,1,1,24.39702380761126
2018-03-18,1,1,25.224704810122752
2018-03-19,1,1,14.495675783674479
2018-03-20,1,1,17.249862104560332
2018-03-21,1,1,17.43206081900863
2018-03-22,1,1,21.80415714024294
2018-03-23,1,1,19.89319781533716
2018-03-24,1,1,21.434740918811936
2018-03-25,1,1,29.77068928997292
2018-03-26,1,1,15.119221105557964
2018-03-27,1,1,18.808692368239196
2018-03-28,1,1,18.750842994113512
2018-03-29,1,1,21.73787164684943
2018-03-30,1,1,21.446000444898075
2018-03-31,1,1,21.96153529029295
2018-01-01,2,1,19.391919294206623
2018-01-02,2,1,18.326082643889062
2018-01-03,2,1,20.919672200166787
2018-01-04,2,1,27.06115056493894
2018-01-05,2,1,23.912739265173297
2018-01-06,2,1,24.773968226847018
2018-01-07,2,1,24.57781112848355
2018-01-08,2,1,19.928843729598764
2018-01-09,2,1,22.456647490510164
2018-01-10,2,1,21.800064161016838
2018-01-11,2,1,21.391589088603297
2018-01-12,2,1,23.6838465640543
2018-01-13,2,1,24.854163283907095
2018-01-14,2,1,29.35149683157038
2018-01-15,2,1,21.55833264716006
2018-01-16,2,1,17.565395549519053
2018-01-17,2,1,17.977832390449972
2018-01-18,2,1,23.724279342297617
2018-01-19,2,1,27.085879621113815
2018-01-20,2,1,21.48931675125559
2018-01-21,2,1,28.455811499712198
2018-01-22,2,1,18.277756065187823
2018-01-23,2,1,18.80007558848723
2018-01-24,2,1,23.973665368933773
2018-01-25,2,1,19.291840819176585
2018-01-26,2,1,21.550882709955133
2018-01-27,2,1,23.76764360947681
2018-01-28,2,1,30.06723042964808
2018-01-29,2,1,15.417927312623057
2018-01-30,2,1,19.932149796570673
2018-01-31,2,1,22.09867541085367
2018-02-01,2,1,23.06762478354588
2018-02-02,2,1,26.7110093242943
2018-02-03,2,1,25.743541883391735
2018-02-04,2,1,30.12590040765923
2018-02-05,2,1,18.036478517607804
2018-02-06,2,1,24.082188663016584
2018-02-07,2,1,23.76158075303771
2018-02-08,2,1,21.756724642457286
2018-02-09,2,1,25.465146781061563
2018-02-10,2,1,25.674605793008663
2018-02-11,2,1,27.814866779997935
2018-02-12,2,1,19.819334245218
2018-02-13,2,1,21.527081256858004
2018-02-14,2,1,21.037459217882354
2018-02-15,2,1,23.69802043002678
2018-02-16,2,1,26.633643190705055
2018-02-17,2,1,28.893142117195993
2018-02-18,2,1,26.236383568142248
2018-02-19,2,1,21.759384537589707
2018-02-20,2,1,22.727816221036548
2018-02-21,2,1,23.3119098539709
2018-02-22,2,1,24.561562116749037
2018-02-23,2,1,21.891953210939
2018-02-24,2,1,30.59151939812857
2018-02-25,2,1,26.45461948372689
2018-02-26,2,1,21.509482133084763
2018-02-27,2,1,24.259629745834626
2018-02-28,2,1,24.08253225246824
2018-03-01,2,1,28.47992489619429
2018-03-02,2,1,28.051734002874152
2018-03-03,2,1,31.35434656158277
2018-03-04,2,1,33.23882465848896
2018-03-05,2,1,21.100042967063075
2018-03-06,2,1,25.641159487009833
2018-03-07,2,1,25.01755653253151
2018-03-08,2,1,29.241813348841614
2018-03-09,2,1,26.403834514744805
2018-03-10,2,1,31.803494338331866
2018-03-11,2,1,34.27382316289501
2018-03-12,2,1,21.893195693258
2018-03-13,2,1,24.264167120105558
2018-03-14,2,1,26.093154341850017
2018-03-15,2,1,30.31011607026072
2018-03-16,2,1,35.58458492385837
2018-03-17,2,1,36.837536226841564
2018-03-18,2,1,37.1288108642641
2018-03-19,2,1,18.355246057300796
2018-03-20,2,1,25.169330772702068
2018-03-21,2,1,25.866211046154497
2018-03-22,2,1,25.936568508875045
2018-03-23,2,1,25.189461990963274
2018-03-24,2,1,29.635523230723788
2018-03-25,2,1,30.498585055360937
2018-03-26,2,1,22.635280723420866
2018-03-27,2,1,28.382878281573216
2018-03-28,2,1,27.46579674832331
2018-03-29,2,1,28.59420652268324
2018-03-30,2,1,33.79592735398688
2018-03-31,2,1,32.199322323627975
2018-01-01,3,1,13.842378274760508
2018-01-02,3,1,20.78323180507088
2018-01-03,3,1,18.850538468129983
2018-01-04,3,1,18.339260518645318
2018-01-05,3,1,19.705412463238883
2018-01-06,3,1,26.154747163383316
2018-01-07,3,1,26.026633195955913
2018-01-08,3,1,14.812055976095754
2018-01-09,3,1,16.60198200507107
2018-01-10,3,1,19.17937676583993
2018-01-11,3,1,18.4010370745564
2018-01-12,3,1,21.999373312732068
2018-01-13,3,1,22.00466361255267
2018-01-14,3,1,25.76318977966433
2018-01-15,3,1,14.066510657256234
2018-01-16,3,1,16.88866345612547
2018-01-17,3,1,17.912309248422737
2018-01-18,3,1,18.78006068369167
2018-01-19,3,1,23.724924666555278
2018-01-20,3,1,24.235608982624143
2018-01-21,3,1,26.74736408672285
2018-01-22,3,1,17.209159568716732
2018-01-23,3,1,16.5476728590137
2018-01-24,3,1,17.075243651826053
2018-01-25,3,1,19.30199361219026
2018-01-26,3,1,21.348573521449666
2018-01-27,3,1,22.292941581364488
2018-01-28,3,1,25.860512073456086
2018-01-29,3,1,17.675721157035163
2018-01-30,3,1,17.24837337070443
2018-01-31,3,1,17.110948819471677
2018-02-01,3,1,21.29095616659767
2018-02-02,3,1,25.080133759191394
2018-02-03,3,1,21.93329425352552
2018-02-04,3,1,26.137713973328626
2018-02-05,3,1,16.94926079236198
2018-02-06,3,1,19.47550449278597
2018-02-07,3,1,20.012639008545488
2018-02-08,3,1,19.071608564299865
2018-02-09,3,1,22.662104040639875
2018-02-10,3,1,20.661010494592613
2018-02-11,3,1,22.62968890441807
2018-02-12,3,1,16.6497150801555
2018-02-13,3,1,19.536763382644658
2018-02-14,3,1,17.15293052194644
2018-02-15,3,1,20.809414870450194
2018-02-16,3,1,20.203581864048573
2018-02-17,3,1,23.076783897559583
2018-02-18,3,1,28.437449258131878
2018-02-19,3,1,18.01597832320958
2018-02-20,3,1,19.783662519248242
2018-02-21,3,1,18.461007717952974
2018-02-22,3,1,20.024235804638977
2018-02-23,3,1,20.24398495858068
2018-02-24,3,1,21.413436651717824
2018-02-25,3,1,24.0256158486702
2018-02-26,3,1,18.10100126708309
2018-02-27,3,1,18.617180273217006
2018-02-28,3,1,17.64536697325089
2018-03-01,3,1,24.993576992115496
2018-03-02,3,1,25.763109425599716
2018-03-03,3,1,30.553757760735994
2018-03-04,3,1,27.413392641213978
2018-03-05,3,1,19.162873452443772
2018-03-06,3,1,29.97632639976342
2018-03-07,3,1,22.95610032184981
2018-03-08,3,1,29.17047181158041
2018-03-09,3,1,25.96124481651421
2018-03-10,3,1,30.284437672182374
2018-03-11,3,1,28.17937470053215
2018-03-12,3,1,20.565030475132435
2018-03-13,3,1,26.86034841339154
2018-03-14,3,1,25.738103565603986
2018-03-15,3,1,24.093941067239253
2018-03-16,3,1,29.868955909052858
2018-03-17,3,1,25.895744971587273
2018-03-18,3,1,29.453067596392444
2018-03-19,3,1,20.288708211022936
2018-03-20,3,1,25.853277214876467
2018-03-21,3,1,21.37080396636565
2018-03-22,3,1,26.00027911834642
2018-03-23,3,1,32.01073649532058
2018-03-24,3,1,31.639449401613145
2018-03-25,3,1,30.668592224362445
2018-03-26,3,1,19.46154389526353
2018-03-27,3,1,28.87671361536234
2018-03-28,3,1,19.587176505999647
2018-03-29,3,1,25.464313004199763
2018-03-30,3,1,30.583018914111022
2018-03-31,3,1,31.507011941098725
2018-01-01,4,1,18.056446742195675
2018-01-02,4,1,18.892704685402503
2018-01-03,4,1,16.205861180222627
2018-01-04,4,1,18.2230029678802
2018-01-05,4,1,21.953628547102134
2018-01-06,4,1,24.0552280231015
2018-01-07,4,1,20.691524737247537
2018-01-08,4,1,12.535188467375129
2018-01-09,4,1,19.667347775118724
2018-01-10,4,1,15.710243355244089
2018-01-11,4,1,16.950202484731328
2018-01-12,4,1,19.95264072359529
2018-01-13,4,1,18.07202383282833
2018-01-14,4,1,20.890669614730182
2018-01-15,4,1,15.921636524686129
2018-01-16,4,1,21.67480946789815
2018-01-17,4,1,17.108746616619936
2018-01-18,4,1,19.956894649212337
2018-01-19,4,1,19.819096346267415
2018-01-20,4,1,20.546586544585466
2018-01-21,4,1,19.01910518012115
2018-01-22,4,1,14.384059463943334
2018-01-23,4,1,16.580655511739973
2018-01-24,4,1,14.604949818157237
2018-01-25,4,1,15.02984677524105
2018-01-26,4,1,18.497173268056212
2018-01-27,4,1,16.83370811473636
2018-01-28,4,1,19.223543749974976
2018-01-29,4,1,14.612138468945894
2018-01-30,4,1,16.43851829182662
2018-01-31,4,1,17.328784780874958
2018-02-01,4,1,18.391556567990687
2018-02-02,4,1,21.800005439444877
2018-02-03,4,1,20.77531199281435
2018-02-04,4,1,21.366695735507758
2018-02-05,4,1,13.928667936705638
2018-02-06,4,1,17.14704839456732
2018-02-07,4,1,15.997738262284168
2018-02-08,4,1,18.940175345565077
2018-02-09,4,1,20.847961961264655
2018-02-10,4,1,20.029667655091558
2018-02-11,4,1,20.462603025391036
2018-02-12,4,1,15.524146714955103
2018-02-13,4,1,17.063043790564528
2018-02-14,4,1,16.827774666649614
2018-02-15,4,1,20.218857970069177
2018-02-16,4,1,21.873374877639353
2018-02-17,4,1,18.57081500395929
2018-02-18,4,1,24.295772494106505
2018-02-19,4,1,15.034586022108769
2018-02-20,4,1,17.019519430601683
2018-02-21,4,1,19.625609866369132
2018-02-22,4,1,19.433541042116314
2018-02-23,4,1,19.501854317179696
2018-02-24,4,1,20.202602925408026
2018-02-25,4,1,24.332152415349494
2018-02-26,4,1,16.6724448002132
2018-02-27,4,1,16.22878659388465
2018-02-28,4,1,17.53472236558251
2018-03-01,4,1,22.265150779155196
2018-03-02,4,1,25.89080810623457
2018-03-03,4,1,29.68289253420789
2018-03-04,4,1,25.433911578041315
2018-03-05,4,1,15.440025377051045
2018-03-06,4,1,19.373757243437318
2018-03-07,4,1,22.385969292714613
2018-03-08,4,1,23.906245993466666
2018-03-09,4,1,29.990875284644435
2018-03-10,4,1,28.656286703605865
2018-03-11,4,1,28.919568303304796
2018-03-12,4,1,17.814943450117724
2018-03-13,4,1,21.054978998801637
2018-03-14,4,1,23.411327629918272
2018-03-15,4,1,24.903688368234544
2018-03-16,4,1,25.313592733990678
2018-03-17,4,1,25.650976463484078
2018-03-18,4,1,28.10104548707471
2018-03-19,4,1,22.993373492535692
2018-03-20,4,1,21.046046245651493
2018-03-21,4,1,21.663565263941
2018-03-22,4,1,20.92194764414437
2018-03-23,4,1,22.300410405905943
2018-03-24,4,1,25.3433206983503
2018-03-25,4,1,31.295982349515203
2018-03-26,4,1,16.407794630080893
2018-03-27,4,1,20.323275850927793
2018-03-28,4,1,23.94010825678
2018-03-29,4,1,24.7936151549653
2018-03-30,4,1,24.337105328390226
2018-03-31,4,1,26.912922119561927
2018-01-01,5,1,11.10191952068745
2018-01-02,5,1,11.278207289104229
2018-01-03,5,1,11.537104821655241
2018-01-04,5,1,13.314605431927525
2018-01-05,5,1,14.348710861335844
2018-01-06,5,1,17.605265560800895
2018-01-07,5,1,15.735752390101188
2018-01-08,5,1,11.055122722331742
2018-01-09,5,1,10.119931185458098
2018-01-10,5,1,11.956616528305132
2018-01-11,5,1,13.174628589988894
2018-01-12,5,1,12.76129988778524
2018-01-13,5,1,15.057966375108384
2018-01-14,5,1,17.59159137547473
2018-01-15,5,1,10.893261290804976
2018-01-16,5,1,11.28986755414236
2018-01-17,5,1,11.43943676514006
2018-01-18,5,1,11.877207125781794
2018-01-19,5,1,13.968178469419929
2018-01-20,5,1,15.888491855497252
2018-01-21,5,1,15.633386395482216
2018-01-22,5,1,9.911249887169168
2018-01-23,5,1,11.539316567336611
2018-01-24,5,1,11.61414757520037
2018-01-25,5,1,11.28573910500305
2018-01-26,5,1,14.186807442817365
2018-01-27,5,1,15.177171502952632
2018-01-28,5,1,17.689796580435754
2018-01-29,5,1,11.203732953818072
2018-01-30,5,1,11.713951982686853
2018-01-31,5,1,10.068208555209042
2018-02-01,5,1,14.091280695418568
2018-02-02,5,1,14.732953660005567
2018-02-03,5,1,13.686137980950505
2018-02-04,5,1,17.92904446553377
2018-02-05,5,1,11.22853084140601
2018-02-06,5,1,12.565730368955686
2018-02-07,5,1,15.119292520716575
2018-02-08,5,1,12.737412428058834
2018-02-09,5,1,12.427809542235773
2018-02-10,5,1,15.507212254284939
2018-02-11,5,1,16.116426729932044
2018-02-12,5,1,10.935458462457108
2018-02-13,5,1,14.05361617015347
2018-02-14,5,1,12.922791986498277
2018-02-15,5,1,15.843431129606138
2018-02-16,5,1,15.274473594696476
2018-02-17,5,1,17.235146058072527
2018-02-18,5,1,17.95358959505812
2018-02-19,5,1,12.192996897886731
2018-02-20,5,1,15.928720737819242
2018-02-21,5,1,12.45875718547295
2018-02-22,5,1,15.278520848949945
2018-02-23,5,1,15.41477007048752
2018-02-24,5,1,20.46295742446268
2018-02-25,5,1,15.389651152869764
2018-02-26,5,1,11.914420740146808
2018-02-27,5,1,12.238678634963401
2018-02-28,5,1,13.71289723209339
2018-03-01,5,1,17.18731553944737
2018-03-02,5,1,16.682226192926052
2018-03-03,5,1,19.02888613114445
2018-03-04,5,1,18.566524142940775
2018-03-05,5,1,12.182094347860202
2018-03-06,5,1,16.44481811050668
2018-03-07,5,1,19.859410188372852
2018-03-08,5,1,16.937135841780893
2018-03-09,5,1,18.454924785786318
2018-03-10,5,1,19.73832168587233
2018-03-11,5,1,22.917989860037846
2018-03-12,5,1,17.202687989301694
2018-03-13,5,1,16.10887357592766
2018-03-14,5,1,16.552864888034627
2018-03-15,5,1,17.71936585856948
2018-03-16,5,1,17.858707792435013
2018-03-17,5,1,20.276573355588777
2018-03-18,5,1,17.733351997754905
2018-03-19,5,1,12.909844977624754
2018-03-20,5,1,14.811065178951495
2018-03-21,5,1,15.164945311792971
2018-03-22,5,1,16.4348143474186
2018-03-23,5,1,20.625631614676273
2018-03-24,5,1,17.711329181653646
2018-03-25,5,1,21.846804495145104
2018-03-26,5,1,13.977109015703103
2018-03-27,5,1,15.4765398998036
2018-03-28,5,1,16.53066353650987
2018-03-29,5,1,17.1217062148525
2018-03-30,5,1,17.002532882167923
2018-03-31,5,1,23.653669148514542
2018-01-01,6,1,10.561921172928386
2018-01-02,6,1,10.962685272266617
2018-01-03,6,1,10.550496419281735
2018-01-04,6,1,12.414528092599033
2018-01-05,6,1,13.994663821527123
2018-01-06,6,1,14.122954393794721
2018-01-07,6,1,16.772806022123373
2018-01-08,6,1,9.755268503845494
2018-01-09,6,1,12.668915409908967
2018-01-10,6,1,11.280386135105873
2018-01-11,6,1,12.828035468598337
2018-01-12,6,1,14.529550614968171
2018-01-13,6,1,13.127979483046644
2018-01-14,6,1,14.16392057863497
2018-01-15,6,1,9.685704829552142
2018-01-16,6,1,11.119707991232536
2018-01-17,6,1,13.341797849682028
2018-01-18,6,1,12.509478434390214
2018-01-19,6,1,12.310296531648904
2018-01-20,6,1,14.043552715334602
2018-01-21,6,1,14.967370366353224
2018-01-22,6,1,10.927391344126697
2018-01-23,6,1,11.3352098571872
2018-01-24,6,1,14.101312781235302
2018-01-25,6,1,12.365869268098473
2018-01-26,6,1,12.042902143509654
2018-01-27,6,1,13.658037989715378
2018-01-28,6,1,13.652243799380376
2018-01-29,6,1,11.013464707219093
2018-01-30,6,1,12.382506422732192
2018-01-31,6,1,12.434824152878917
2018-02-01,6,1,13.373632308677218
2018-02-02,6,1,14.667171897962756
2018-02-03,6,1,14.382252933910992
2018-02-04,6,1,16.973367504991792
2018-02-05,6,1,11.161683207654331
2018-02-06,6,1,13.220637583776117
2018-02-07,6,1,12.682327073636953
2018-02-08,6,1,12.700293691688717
2018-02-09,6,1,15.622961594072377
2018-02-10,6,1,15.393882491640268
2018-02-11,6,1,18.380118893828534
2018-02-12,6,1,13.567860478530722
2018-02-13,6,1,11.893643187142759
2018-02-14,6,1,12.26466859840751
2018-02-15,6,1,13.636025159983475
2018-02-16,6,1,15.882077972847403
